-6.397600173950195312e+01,-3.647000122070312500e+01,1.125464965820312500e+03,-5.268799972534179688e+01,-3.726599884033203125e+01,1.231696044921875000e+03,-5.503300094604492188e+01,-3.847000122070312500e+01,1.329244018554687500e+03,-6.013299942016601562e+01,-4.015299987792968750e+01,1.426571044921875000e+03,-5.637599945068359375e+01,-4.304399871826171875e+01,1.559410034179687500e+03,-3.372999954223632812e+01,-4.391199874877929688e+01,1.642189941406250000e+03,-5.813000106811523438e+01,-7.065200042724609375e+01,1.500324951171875000e+03,-5.914899826049804688e+01,-2.073049926757812500e+02,1.475443969726562500e+03,-2.274900054931640625e+01,-2.332209930419921875e+02,1.207112060546875000e+03,1.387100028991699219e+01,-2.585079956054687500e+02,9.661119995117187500e+02,-5.766699981689453125e+01,-1.283300018310546875e+01,1.501572998046875000e+03,-5.038800048828125000e+01,1.239089965820312500e+02,1.478279052734375000e+03,-1.468599987030029297e+01,1.586719970703125000e+02,1.210858032226562500e+03,2.638500022888183594e+01,2.075310058593750000e+02,9.742420043945312500e+02,-7.081999969482421875e+01,-1.391999969482421875e+02,1.001007995605468750e+03,-1.058560028076171875e+02,-1.666109924316406250e+02,5.640109863281250000e+02,-1.432590026855468750e+02,-1.961750030517578125e+02,1.004970016479492188e+02,3.759199905395507812e+01,-1.997839965820312500e+02,1.883900070190429688e+01,-7.178099822998046875e+01,6.522100067138671875e+01,1.000190002441406250e+03,-9.645600128173828125e+01,9.163600158691406250e+01,5.624229736328125000e+02,-1.517559967041015625e+02,1.160749969482421875e+02,1.004029998779296875e+02,2.730500030517578125e+01,1.333919982910156250e+02,1.742700004577636719e+01
-6.467600250244140625e+01,-3.684299850463867188e+01,1.125526000976562500e+03,-5.336999893188476562e+01,-3.764099884033203125e+01,1.231755004882812500e+03,-5.566699981689453125e+01,-3.884400177001953125e+01,1.329303955078125000e+03,-6.068899917602539062e+01,-4.052500152587890625e+01,1.426635009765625000e+03,-5.679199981689453125e+01,-4.341600036621093750e+01,1.559469970703125000e+03,-3.407600021362304688e+01,-4.428499984741210938e+01,1.642229980468750000e+03,-5.860300064086914062e+01,-7.101799774169921875e+01,1.500390014648437500e+03,-5.962200164794921875e+01,-2.077019958496093750e+02,1.475683959960937500e+03,-2.334399986267089844e+01,-2.336519927978515625e+02,1.207338989257812500e+03,1.319799995422363281e+01,-2.589800109863281250e+02,9.663309936523437500e+02,-5.813700103759765625e+01,-1.319900035858154297e+01,1.501635986328125000e+03,-5.086399841308593750e+01,1.235619964599609375e+02,1.478452026367187500e+03,-1.502700042724609375e+01,1.582720031738281250e+02,1.211041992187500000e+03,2.611499977111816406e+01,2.071820068359375000e+02,9.744489746093750000e+02,-7.149600219726562500e+01,-1.395720062255859375e+02,1.001067016601562500e+03,-1.063619995117187500e+02,-1.667740020751953125e+02,5.640430297851562500e+02,-1.432940063476562500e+02,-1.962619934082031250e+02,1.004869995117187500e+02,3.757099914550781250e+01,-1.997749938964843750e+02,1.885400009155273438e+01,-7.237300109863281250e+01,6.484999847412109375e+01,1.000244995117187500e+03,-9.724900054931640625e+01,9.155899810791015625e+01,5.625089721679687500e+02,-1.517519989013671875e+02,1.159899978637695312e+02,1.003949966430664062e+02,2.728700065612792969e+01,1.334029998779296875e+02,1.739900016784667969e+01
-6.537599945068359375e+01,-3.721500015258789062e+01,1.125587036132812500e+03,-5.405199813842773438e+01,-3.801499938964843750e+01,1.231813964843750000e+03,-5.630099868774414062e+01,-3.921699905395507812e+01,1.329364013671875000e+03,-6.124499893188476562e+01,-4.089799880981445312e+01,1.426699951171875000e+03,-5.720899963378906250e+01,-4.378900146484375000e+01,1.559531005859375000e+03,-3.442100143432617188e+01,-4.465900039672851562e+01,1.642270996093750000e+03,-5.907600021362304688e+01,-7.138400268554687500e+01,1.500453979492187500e+03,-6.009400177001953125e+01,-2.080989990234375000e+02,1.475923950195312500e+03,-2.393899917602539062e+01,-2.340839996337890625e+02,1.207566040039062500e+03,1.252600002288818359e+01,-2.594509887695312500e+02,9.665510253906250000e+02,-5.860599899291992188e+01,-1.356400012969970703e+01,1.501698974609375000e+03,-5.134000015258789062e+01,1.232160034179687500e+02,1.478625976562500000e+03,-1.536800003051757812e+01,1.578719940185546875e+02,1.211227050781250000e+03,2.584600067138671875e+01,2.068329925537109375e+02,9.746569824218750000e+02,-7.217099761962890625e+01,-1.399450073242187500e+02,1.001125976562500000e+03,-1.068679962158203125e+02,-1.669380035400390625e+02,5.640759887695312500e+02,-1.433280029296875000e+02,-1.963500061035156250e+02,1.004769973754882812e+02,3.754899978637695312e+01,-1.997649993896484375e+02,1.886899948120117188e+01,-7.296399688720703125e+01,6.447799682617187500e+01,1.000299987792968750e+03,-9.804100036621093750e+01,9.148200225830078125e+01,5.625939941406250000e+02,-1.517489929199218750e+02,1.159049987792968750e+02,1.003860015869140625e+02,2.726899909973144531e+01,1.334140014648437500e+02,1.737199974060058594e+01
-6.604599761962890625e+01,-3.756600189208984375e+01,1.125646972656250000e+03,-5.470299911499023438e+01,-3.836999893188476562e+01,1.231871948242187500e+03,-5.690800094604492188e+01,-3.957300186157226562e+01,1.329423950195312500e+03,-6.177700042724609375e+01,-4.125400161743164062e+01,1.426762939453125000e+03,-5.761199951171875000e+01,-4.414699935913085938e+01,1.559589965820312500e+03,-3.475899887084960938e+01,-4.501800155639648438e+01,1.642312011718750000e+03,-5.953400039672851562e+01,-7.173699951171875000e+01,1.500516967773437500e+03,-6.055500030517578125e+01,-2.084810028076171875e+02,1.476144042968750000e+03,-2.451499938964843750e+01,-2.344980010986328125e+02,1.207774047851562500e+03,1.186999988555908203e+01,-2.598989868164062500e+02,9.667509765625000000e+02,-5.906000137329101562e+01,-1.391800022125244141e+01,1.501761962890625000e+03,-5.179199981689453125e+01,1.228799972534179688e+02,1.478791992187500000e+03,-1.571500015258789062e+01,1.574859924316406250e+02,1.211401000976562500e+03,2.554199981689453125e+01,2.064900054931640625e+02,9.748469848632812500e+02,-7.281999969482421875e+01,-1.402920074462890625e+02,1.001182983398437500e+03,-1.073330001831054688e+02,-1.671000061035156250e+02,5.641060180664062500e+02,-1.433630065917968750e+02,-1.964309997558593750e+02,1.004690017700195312e+02,3.752799987792968750e+01,-1.997559967041015625e+02,1.888599967956542969e+01,-7.353199768066406250e+01,6.413099670410156250e+01,1.000357971191406250e+03,-9.879499816894531250e+01,9.139199829101562500e+01,5.626779785156250000e+02,-1.517480010986328125e+02,1.158270034790039062e+02,1.003840026855468750e+02,2.725300025939941406e+01,1.334230041503906250e+02,1.735300064086914062e+01
-6.667099761962890625e+01,-3.788600158691406250e+01,1.125708007812500000e+03,-5.531100082397460938e+01,-3.869699859619140625e+01,1.231930053710937500e+03,-5.747399902343750000e+01,-3.990299987792968750e+01,1.329483032226562500e+03,-6.227899932861328125e+01,-4.158700180053710938e+01,1.426824951171875000e+03,-5.799900054931640625e+01,-4.448500061035156250e+01,1.559647949218750000e+03,-3.508700180053710938e+01,-4.535599899291992188e+01,1.642354003906250000e+03,-5.997200012207031250e+01,-7.207399749755859375e+01,1.500578979492187500e+03,-6.100000000000000000e+01,-2.088410034179687500e+02,1.476338012695312500e+03,-2.506200027465820312e+01,-2.348869934082031250e+02,1.207958007812500000e+03,1.123499965667724609e+01,-2.603129882812500000e+02,9.669240112304687500e+02,-5.949399948120117188e+01,-1.425399971008300781e+01,1.501826049804687500e+03,-5.221099853515625000e+01,1.225589981079101562e+02,1.478951049804687500e+03,-1.607500076293945312e+01,1.571219940185546875e+02,1.211562011718750000e+03,2.517799949645996094e+01,2.061519927978515625e+02,9.750120239257812500e+02,-7.343599700927734375e+01,-1.406040039062500000e+02,1.001234985351562500e+03,-1.077399978637695312e+02,-1.672599945068359375e+02,5.641329956054687500e+02,-1.433979949951171875e+02,-1.965019989013671875e+02,1.004609985351562500e+02,3.750799942016601562e+01,-1.997489929199218750e+02,1.890999984741210938e+01,-7.406800079345703125e+01,6.381900024414062500e+01,1.000419982910156250e+03,-9.949800109863281250e+01,9.127700042724609375e+01,5.627620239257812500e+02,-1.517489929199218750e+02,1.157570037841796875e+02,1.003909988403320312e+02,2.723699951171875000e+01,1.334309997558593750e+02,1.735099983215332031e+01
-6.726499938964843750e+01,-3.818399810791015625e+01,1.125766967773437500e+03,-5.588800048828125000e+01,-3.900400161743164062e+01,1.231988037109375000e+03,-5.801300048828125000e+01,-4.021599960327148438e+01,1.329541015625000000e+03,-6.275699996948242188e+01,-4.190499877929687500e+01,1.426885986328125000e+03,-5.837300109863281250e+01,-4.480799865722656250e+01,1.559706054687500000e+03,-3.540800094604492188e+01,-4.568099975585937500e+01,1.642396972656250000e+03,-6.039500045776367188e+01,-7.239900207519531250e+01,1.500640014648437500e+03,-6.143399810791015625e+01,-2.091860046386718750e+02,1.476511962890625000e+03,-2.558900070190429688e+01,-2.352570037841796875e+02,1.208121948242187500e+03,1.061600017547607422e+01,-2.607030029296875000e+02,9.670759887695312500e+02,-5.991199874877929688e+01,-1.457900047302246094e+01,1.501889038085937500e+03,-5.260699844360351562e+01,1.222480010986328125e+02,1.479103027343750000e+03,-1.644000053405761719e+01,1.567709960937500000e+02,1.211712036132812500e+03,2.477899932861328125e+01,2.058200073242187500e+02,9.751610107421875000e+02,-7.402600097656250000e+01,-1.408910064697265625e+02,1.001284973144531250e+03,-1.081060028076171875e+02,-1.674190063476562500e+02,5.641569824218750000e+02,-1.434329986572265625e+02,-1.965670013427734375e+02,1.004540023803710938e+02,3.749000167846679688e+01,-1.997409973144531250e+02,1.893600082397460938e+01,-7.458100128173828125e+01,6.353300094604492188e+01,1.000484008789062500e+03,-1.001630020141601562e+02,9.114900207519531250e+01,5.628449707031250000e+02,-1.517530059814453125e+02,1.156930007934570312e+02,1.004029998779296875e+02,2.722299957275390625e+01,1.334380035400390625e+02,1.735799980163574219e+01
-6.783499908447265625e+01,-3.846599960327148438e+01,1.125822998046875000e+03,-5.644100189208984375e+01,-3.929700088500976562e+01,1.232041992187500000e+03,-5.852899932861328125e+01,-4.051599884033203125e+01,1.329595947265625000e+03,-6.321400070190429688e+01,-4.220999908447265625e+01,1.426943969726562500e+03,-5.872800064086914062e+01,-4.512400054931640625e+01,1.559760009765625000e+03,-3.571599960327148438e+01,-4.600000000000000000e+01,1.642437988281250000e+03,-6.079999923706054688e+01,-7.271299743652343750e+01,1.500696044921875000e+03,-6.185400009155273438e+01,-2.095169982910156250e+02,1.476667968750000000e+03,-2.610099983215332031e+01,-2.356069946289062500e+02,1.208267944335937500e+03,1.001700019836425781e+01,-2.610740051269531250e+02,9.672109985351562500e+02,-6.031000137329101562e+01,-1.489200019836425781e+01,1.501947998046875000e+03,-5.297999954223632812e+01,1.219459991455078125e+02,1.479241943359375000e+03,-1.679400062561035156e+01,1.564230041503906250e+02,1.211848022460937500e+03,2.438199996948242188e+01,2.054949951171875000e+02,9.752940063476562500e+02,-7.458699798583984375e+01,-1.411620025634765625e+02,1.001330993652343750e+03,-1.084400024414062500e+02,-1.675809936523437500e+02,5.641790161132812500e+02,-1.434660034179687500e+02,-1.966260070800781250e+02,1.004469985961914062e+02,3.747200012207031250e+01,-1.997350006103515625e+02,1.895899963378906250e+01,-7.507399749755859375e+01,6.326200103759765625e+01,1.000544982910156250e+03,-1.007949981689453125e+02,9.102899932861328125e+01,5.629240112304687500e+02,-1.517579956054687500e+02,1.156370010375976562e+02,1.004150009155273438e+02,2.720999908447265625e+01,1.334450073242187500e+02,1.736599922180175781e+01
-6.838400268554687500e+01,-3.873300170898437500e+01,1.125874023437500000e+03,-5.697299957275390625e+01,-3.957600021362304688e+01,1.232090942382812500e+03,-5.902399826049804688e+01,-4.080300140380859375e+01,1.329645996093750000e+03,-6.365100097656250000e+01,-4.250600051879882812e+01,1.426995971679687500e+03,-5.906100082397460938e+01,-4.543399810791015625e+01,1.559807983398437500e+03,-3.600699996948242188e+01,-4.631700134277343750e+01,1.642474975585937500e+03,-6.118600082397460938e+01,-7.301599884033203125e+01,1.500744995117187500e+03,-6.226100158691406250e+01,-2.098359985351562500e+02,1.476802978515625000e+03,-2.660000038146972656e+01,-2.359320068359375000e+02,1.208390991210937500e+03,9.440999984741210938e+00,-2.614330139160156250e+02,9.673270263671875000e+02,-6.068700027465820312e+01,-1.519600009918212891e+01,1.502001953125000000e+03,-5.332799911499023438e+01,1.216529998779296875e+02,1.479365966796875000e+03,-1.712999916076660156e+01,1.560700073242187500e+02,1.211965942382812500e+03,2.399399948120117188e+01,2.051799926757812500e+02,9.754110107421875000e+02,-7.512000274658203125e+01,-1.414190063476562500e+02,1.001372985839843750e+03,-1.087419967651367188e+02,-1.677480010986328125e+02,5.641970214843750000e+02,-1.434960021972656250e+02,-1.966809997558593750e+02,1.004369964599609375e+02,3.745500183105468750e+01,-1.997299957275390625e+02,1.897800064086914062e+01,-7.555100250244140625e+01,6.300500106811523438e+01,1.000599975585937500e+03,-1.013970031738281250e+02,9.092600250244140625e+01,5.629959716796875000e+02,-1.517630004882812500e+02,1.155910034179687500e+02,1.004250030517578125e+02,2.719899940490722656e+01,1.334499969482421875e+02,1.737299919128417969e+01
-6.890899658203125000e+01,-3.898500061035156250e+01,1.125921020507812500e+03,-5.748300170898437500e+01,-3.983900070190429688e+01,1.232135986328125000e+03,-5.949800109863281250e+01,-4.107600021362304688e+01,1.329692016601562500e+03,-6.406700134277343750e+01,-4.279000091552734375e+01,1.427045043945312500e+03,-5.937699890136718750e+01,-4.573600006103515625e+01,1.559853027343750000e+03,-3.628400039672851562e+01,-4.662799835205078125e+01,1.642509033203125000e+03,-6.155400085449218750e+01,-7.330899810791015625e+01,1.500787963867187500e+03,-6.265299987792968750e+01,-2.101410064697265625e+02,1.476920043945312500e+03,-2.708399963378906250e+01,-2.362380065917968750e+02,1.208495971679687500e+03,8.885000228881835938e+00,-2.617730102539062500e+02,9.674249877929687500e+02,-6.104399871826171875e+01,-1.548999977111816406e+01,1.502052978515625000e+03,-5.365399932861328125e+01,1.213679962158203125e+02,1.479478027343750000e+03,-1.745499992370605469e+01,1.557200012207031250e+02,1.212069946289062500e+03,2.361000061035156250e+01,2.048719940185546875e+02,9.755130004882812500e+02,-7.562400054931640625e+01,-1.416600036621093750e+02,1.001409973144531250e+03,-1.090120010375976562e+02,-1.679199981689453125e+02,5.642130126953125000e+02,-1.435240020751953125e+02,-1.967299957275390625e+02,1.004270019531250000e+02,3.743999862670898438e+01,-1.997250061035156250e+02,1.899399948120117188e+01,-7.600900268554687500e+01,6.276399993896484375e+01,1.000651977539062500e+03,-1.019660034179687500e+02,9.083200073242187500e+01,5.630640258789062500e+02,-1.517680053710937500e+02,1.155520019531250000e+02,1.004349975585937500e+02,2.718799972534179688e+01,1.334539947509765625e+02,1.738199996948242188e+01
-6.940499877929687500e+01,-3.922399902343750000e+01,1.125967041015625000e+03,-5.796400070190429688e+01,-4.009099960327148438e+01,1.232180053710937500e+03,-5.994599914550781250e+01,-4.133800125122070312e+01,1.329735961914062500e+03,-6.446299743652343750e+01,-4.306399917602539062e+01,1.427090942382812500e+03,-5.968199920654296875e+01,-4.602799987792968750e+01,1.559895996093750000e+03,-3.655400085449218750e+01,-4.693099975585937500e+01,1.642541992187500000e+03,-6.190800094604492188e+01,-7.359100341796875000e+01,1.500829956054687500e+03,-6.302799987792968750e+01,-2.104349975585937500e+02,1.477030029296875000e+03,-2.755400085449218750e+01,-2.365299987792968750e+02,1.208593017578125000e+03,8.340000152587890625e+00,-2.620809936523437500e+02,9.675120239257812500e+02,-6.138600158691406250e+01,-1.577200031280517578e+01,1.502102050781250000e+03,-5.396799850463867188e+01,1.210920028686523438e+02,1.479581054687500000e+03,-1.776199913024902344e+01,1.553840026855468750e+02,1.212166015625000000e+03,2.325000000000000000e+01,2.045619964599609375e+02,9.756060180664062500e+02,-7.609400177001953125e+01,-1.418899993896484375e+02,1.001447021484375000e+03,-1.092610015869140625e+02,-1.680919952392578125e+02,5.642290039062500000e+02,-1.435489959716796875e+02,-1.967779998779296875e+02,1.004189987182617188e+02,3.742499923706054688e+01,-1.997209930419921875e+02,1.900799942016601562e+01,-7.644999694824218750e+01,6.253400039672851562e+01,1.000702026367187500e+03,-1.024990005493164062e+02,9.073600006103515625e+01,5.631279907226562500e+02,-1.517740020751953125e+02,1.155139999389648438e+02,1.004459991455078125e+02,2.717700004577636719e+01,1.334570007324218750e+02,1.739100074768066406e+01
